coordinator,dataset_mode,noise_level,run_id,num_packages,final_accuracy,handling_accuracy,hub_accuracy,depot_accuracy,conflict_rate,conflict_resolution_accuracy,manual_review_rate,avg_processing_time_ms
MediatorCoordinator,conflict_heavy,0.1,14,500,0.816,0.816,0.86,0.86,0.978,0.8323108384458078,0.012,0.04103559965733439
RuleBasedCoordinator,conflict_heavy,0.1,15,500,0.824,0.824,0.824,0.824,0.97,0.8371134020618557,0.002,0.051781799469608814
WeightedVotingCoordinator,conflict_heavy,0.1,15,500,0.824,0.824,0.824,0.824,0.97,0.8371134020618557,0.002,0.05569600022863597
MediatorCoordinator,conflict_heavy,0.1,15,500,0.796,0.796,0.824,0.824,0.97,0.8082474226804124,0.038,0.05027759989025071
RuleBasedCoordinator,conflict_heavy,0.1,16,500,0.826,0.826,0.836,0.83,0.962,0.8440748440748441,0.0,0.05268879915820435
WeightedVotingCoordinator,conflict_heavy,0.1,16,500,0.826,0.826,0.836,0.83,0.962,0.8440748440748441,0.0,0.05789199873106554
MediatorCoordinator,conflict_heavy,0.1,16,500,0.808,0.808,0.836,0.83,0.962,0.8253638253638254,0.022,0.05134539911523461
RuleBasedCoordinator,conflict_heavy,0.1,17,500,0.826,0.826,0.862,0.862,0.97,0.8474226804123711,0.002,0.048325198877137154
WeightedVotingCoordinator,conflict_heavy,0.1,17,500,0.826,0.826,0.862,0.862,0.97,0.8474226804123711,0.002,0.04527439904632047
MediatorCoordinator,conflict_heavy,0.1,17,500,0.818,0.818,0.862,0.862,0.97,0.8391752577319588,0.014,0.045806599606294185
RuleBasedCoordinator,conflict_heavy,0.1,18,500,0.852,0.852,0.856,0.85,0.984,0.8597560975609756,0.0,0.03332920075627044
WeightedVotingCoordinator,conflict_heavy,0.1,18,500,0.852,0.852,0.856,0.85,0.984,0.8597560975609756,0.0,0.04007360112154856
MediatorCoordinator,conflict_heavy,0.1,18,500,0.84,0.84,0.856,0.85,0.984,0.8475609756097561,0.014,0.040206002071499825
RuleBasedCoordinator,conflict_heavy,0.1,19,500,0.826,0.826,0.862,0.858,0.97,0.843298969072165,0.002,0.03599959972780198
WeightedVotingCoordinator,conflict_heavy,0.1,19,500,0.826,0.826,0.862,0.858,0.97,0.843298969072165,0.002,0.04051940009230748
MediatorCoordinator,conflict_heavy,0.1,19,500,0.812,0.812,0.862,0.858,0.97,0.8288659793814434,0.024,0.04391879984177649
RuleBasedCoordinator,conflict_heavy,0.1,20,500,0.822,0.822,0.838,0.832,0.966,0.8343685300207039,0.0,0.05915299983462319
WeightedVotingCoordinator,conflict_heavy,0.1,20,500,0.822,0.822,0.838,0.832,0.966,0.8343685300207039,0.0,0.0518629991565831
MediatorCoordinator,conflict_heavy,0.1,20,500,0.808,0.808,0.838,0.832,0.966,0.8219461697722568,0.02,0.051525999791920185
RuleBasedCoordinator,conflict_heavy,0.1,21,500,0.85,0.85,0.83,0.824,0.96,0.8645833333333334,0.002,0.04618799849413335
WeightedVotingCoordinator,conflict_heavy,0.1,21,500,0.85,0.85,0.83,0.824,0.96,0.8645833333333334,0.002,0.04659839969826862
MediatorCoordinator,conflict_heavy,0.1,21,500,0.832,0.832,0.83,0.824,0.96,0.8458333333333333,0.024,0.05268759949831292
RuleBasedCoordinator,conflict_heavy,0.1,22,500,0.838,0.838,0.862,0.858,0.988,0.8461538461538461,0.0,0.051079799770377576
WeightedVotingCoordinator,conflict_heavy,0.1,22,500,0.838,0.838,0.862,0.858,0.988,0.8461538461538461,0.0,0.051865000394172966
MediatorCoordinator,conflict_heavy,0.1,22,500,0.828,0.828,0.862,0.858,0.988,0.8360323886639676,0.01,0.053869400289840996
RuleBasedCoordinator,conflict_heavy,0.1,23,500,0.85,0.85,0.85,0.846,0.99,0.8565656565656565,0.0,0.052189000009093434
WeightedVotingCoordinator,conflict_heavy,0.1,23,500,0.85,0.85,0.85,0.846,0.99,0.8565656565656565,0.0,0.04781660030130297
MediatorCoordinator,conflict_heavy,0.1,23,500,0.834,0.834,0.85,0.846,0.99,0.8424242424242424,0.016,0.04664159985259175
RuleBasedCoordinator,conflict_heavy,0.1,24,500,0.804,0.804,0.832,0.832,0.968,0.8161157024793388,0.0,0.04409659979864955
WeightedVotingCoordinator,conflict_heavy,0.1,24,500,0.804,0.804,0.832,0.832,0.968,0.8161157024793388,0.0,0.04035240050870925
MediatorCoordinator,conflict_heavy,0.1,24,500,0.784,0.784,0.832,0.832,0.968,0.7954545454545454,0.022,0.04018900019582361
RuleBasedCoordinator,conflict_heavy,0.1,25,500,0.842,0.842,0.848,0.848,0.972,0.8559670781893004,0.0,0.046294799307361245
WeightedVotingCoordinator,conflict_heavy,0.1,25,500,0.842,0.842,0.848,0.848,0.972,0.8559670781893004,0.0,0.04842879972420633
MediatorCoordinator,conflict_heavy,0.1,25,500,0.832,0.832,0.848,0.848,0.972,0.8477366255144033,0.012,0.040674199466593564
RuleBasedCoordinator,conflict_heavy,0.1,26,500,0.844,0.844,0.844,0.844,0.972,0.8559670781893004,0.0,0.046796200214885175
WeightedVotingCoordinator,conflict_heavy,0.1,26,500,0.844,0.844,0.844,0.844,0.972,0.8559670781893004,0.0,0.0488941993098706
MediatorCoordinator,conflict_heavy,0.1,26,500,0.828,0.828,0.844,0.844,0.972,0.8415637860082305,0.016,0.047651999397203326
RuleBasedCoordinator,conflict_heavy,0.1,27,500,0.84,0.84,0.85,0.84,0.972,0.8559670781893004,0.0,0.0450140000320971
WeightedVotingCoordinator,conflict_heavy,0.1,27,500,0.84,0.84,0.85,0.84,0.972,0.8559670781893004,0.0,0.055399199249222875
MediatorCoordinator,conflict_heavy,0.1,27,500,0.824,0.824,0.85,0.84,0.972,0.8415637860082305,0.018,0.055191200925037265
RuleBasedCoordinator,conflict_heavy,0.1,28,500,0.82,0.82,0.846,0.846,0.97,0.8412371134020619,0.0,0.030445799697190523
WeightedVotingCoordinator,conflict_heavy,0.1,28,500,0.82,0.82,0.846,0.846,0.97,0.8412371134020619,0.0,0.03212179959518835
MediatorCoordinator,conflict_heavy,0.1,28,500,0.81,0.81,0.846,0.846,0.97,0.8309278350515464,0.016,0.0389467992936261
RuleBasedCoordinator,conflict_heavy,0.1,29,500,0.854,0.854,0.834,0.828,0.984,0.8577235772357723,0.0,0.04543980018934235
WeightedVotingCoordinator,conflict_heavy,0.1,29,500,0.854,0.854,0.834,0.828,0.984,0.8577235772357723,0.0,0.04871559876482934
MediatorCoordinator,conflict_heavy,0.1,29,500,0.842,0.842,0.834,0.828,0.984,0.8455284552845529,0.016,0.04311699961544946
RuleBasedCoordinator,conflict_heavy,0.2,0,500,0.682,0.682,0.664,0.662,0.92,0.7152173913043478,0.008,0.0305018006474711
WeightedVotingCoordinator,conflict_heavy,0.2,0,500,0.682,0.682,0.664,0.662,0.92,0.7152173913043478,0.008,0.038691600027959794
MediatorCoordinator,conflict_heavy,0.2,0,500,0.636,0.636,0.664,0.662,0.92,0.6695652173913044,0.072,0.034242598980199546
RuleBasedCoordinator,conflict_heavy,0.2,1,500,0.706,0.706,0.698,0.694,0.928,0.7435344827586207,0.006,0.049147800251375884
WeightedVotingCoordinator,conflict_heavy,0.2,1,500,0.706,0.706,0.698,0.694,0.928,0.7435344827586207,0.006,0.050578199676238
MediatorCoordinator,conflict_heavy,0.2,1,500,0.648,0.648,0.698,0.694,0.928,0.6875,0.086,0.04869240109110251
RuleBasedCoordinator,conflict_heavy,0.2,2,500,0.692,0.692,0.688,0.68,0.926,0.7257019438444925,0.008,0.05701959872385487
WeightedVotingCoordinator,conflict_heavy,0.2,2,500,0.692,0.692,0.688,0.68,0.926,0.7257019438444925,0.008,0.061733999638818204
MediatorCoordinator,conflict_heavy,0.2,2,500,0.644,0.644,0.688,0.68,0.926,0.6803455723542117,0.076,0.05855499941390008
RuleBasedCoordinator,conflict_heavy,0.2,3,500,0.702,0.702,0.704,0.7,0.924,0.7316017316017316,0.004,0.049558000231627375
WeightedVotingCoordinator,conflict_heavy,0.2,3,500,0.702,0.702,0.704,0.7,0.924,0.7316017316017316,0.004,0.04664659971604124
MediatorCoordinator,conflict_heavy,0.2,3,500,0.646,0.646,0.704,0.7,0.924,0.6818181818181818,0.094,0.04113859962671995
RuleBasedCoordinator,conflict_heavy,0.2,4,500,0.704,0.704,0.652,0.646,0.912,0.7390350877192983,0.002,0.0341095999465324
WeightedVotingCoordinator,conflict_heavy,0.2,4,500,0.704,0.704,0.652,0.646,0.912,0.7390350877192983,0.002,0.04609580046962947
MediatorCoordinator,conflict_heavy,0.2,4,500,0.666,0.666,0.652,0.646,0.912,0.7017543859649122,0.064,0.04651420033769682
RuleBasedCoordinator,conflict_heavy,0.2,5,500,0.714,0.714,0.71,0.702,0.938,0.7398720682302772,0.006,0.043334000278264284
WeightedVotingCoordinator,conflict_heavy,0.2,5,500,0.714,0.714,0.71,0.702,0.938,0.7398720682302772,0.006,0.037990600045304745
MediatorCoordinator,conflict_heavy,0.2,5,500,0.67,0.67,0.71,0.702,0.938,0.697228144989339,0.07,0.03963060030946508
RuleBasedCoordinator,conflict_heavy,0.2,6,500,0.706,0.706,0.69,0.686,0.922,0.7396963123644251,0.002,0.045125799835659564
WeightedVotingCoordinator,conflict_heavy,0.2,6,500,0.706,0.706,0.69,0.686,0.922,0.7396963123644251,0.002,0.0500662000849843
MediatorCoordinator,conflict_heavy,0.2,6,500,0.666,0.666,0.69,0.686,0.922,0.702819956616052,0.066,0.045152600563596934
RuleBasedCoordinator,conflict_heavy,0.2,7,500,0.672,0.672,0.69,0.678,0.928,0.6961206896551724,0.0,0.0332433995208703
WeightedVotingCoordinator,conflict_heavy,0.2,7,500,0.672,0.672,0.69,0.678,0.928,0.6961206896551724,0.0,0.03794939920771867
MediatorCoordinator,conflict_heavy,0.2,7,500,0.618,0.618,0.69,0.678,0.928,0.6443965517241379,0.08,0.03763839974999428
RuleBasedCoordinator,conflict_heavy,0.2,8,500,0.688,0.688,0.696,0.684,0.924,0.7272727272727273,0.008,0.03558719874126837
WeightedVotingCoordinator,conflict_heavy,0.2,8,500,0.688,0.688,0.696,0.684,0.924,0.7272727272727273,0.008,0.03566459903959185
MediatorCoordinator,conflict_heavy,0.2,8,500,0.628,0.628,0.696,0.684,0.924,0.6623376623376623,0.09,0.035792000067885965
RuleBasedCoordinator,conflict_heavy,0.2,9,500,0.672,0.672,0.712,0.71,0.924,0.6991341991341992,0.004,0.038752799679059535
WeightedVotingCoordinator,conflict_heavy,0.2,9,500,0.672,0.672,0.712,0.71,0.924,0.6991341991341992,0.004,0.04456819919869304
MediatorCoordinator,conflict_heavy,0.2,9,500,0.61,0.61,0.712,0.71,0.924,0.6406926406926406,0.084,0.046369400108233094
RuleBasedCoordinator,conflict_heavy,0.2,10,500,0.698,0.698,0.64,0.638,0.886,0.7697516930022573,0.018,0.04025939980056137
WeightedVotingCoordinator,conflict_heavy,0.2,10,500,0.698,0.698,0.64,0.638,0.886,0.7697516930022573,0.018,0.04511259985156357
MediatorCoordinator,conflict_heavy,0.2,10,500,0.65,0.65,0.64,0.638,0.886,0.7200902934537246,0.082,0.03915420005796477
RuleBasedCoordinator,conflict_heavy,0.2,11,500,0.694,0.694,0.694,0.686,0.93,0.7268817204301076,0.01,0.041744600399397314
WeightedVotingCoordinator,conflict_heavy,0.2,11,500,0.694,0.694,0.694,0.686,0.93,0.7268817204301076,0.01,0.04541660111863166
MediatorCoordinator,conflict_heavy,0.2,11,500,0.636,0.636,0.694,0.686,0.93,0.6688172043010753,0.092,0.049780200817622244
RuleBasedCoordinator,conflict_heavy,0.2,12,500,0.662,0.662,0.668,0.664,0.914,0.6980306345733042,0.002,0.047593199531547725
WeightedVotingCoordinator,conflict_heavy,0.2,12,500,0.662,0.662,0.668,0.664,0.914,0.6980306345733042,0.002,0.05064739898080006
MediatorCoordinator,conflict_heavy,0.2,12,500,0.626,0.626,0.668,0.664,0.914,0.6586433260393874,0.06,0.05124719941522926
RuleBasedCoordinator,conflict_heavy,0.2,13,500,0.702,0.702,0.704,0.698,0.926,0.734341252699784,0.004,0.040832400147337466
WeightedVotingCoordinator,conflict_heavy,0.2,13,500,0.702,0.702,0.704,0.698,0.926,0.734341252699784,0.004,0.042917398910503834
MediatorCoordinator,conflict_heavy,0.2,13,500,0.656,0.656,0.704,0.698,0.926,0.6846652267818575,0.074,0.04343899997184053
RuleBasedCoordinator,conflict_heavy,0.2,14,500,0.682,0.682,0.71,0.7,0.924,0.7121212121212122,0.0,0.03950079972855747
WeightedVotingCoordinator,conflict_heavy,0.2,14,500,0.682,0.682,0.71,0.7,0.924,0.7121212121212122,0.0,0.043427999306004494
MediatorCoordinator,conflict_heavy,0.2,14,500,0.64,0.64,0.71,0.7,0.924,0.6731601731601732,0.066,0.043321199365891516
RuleBasedCoordinator,conflict_heavy,0.2,15,500,0.714,0.714,0.7,0.69,0.932,0.7467811158798283,0.008,0.03894100076286122
WeightedVotingCoordinator,conflict_heavy,0.2,15,500,0.714,0.714,0.7,0.69,0.932,0.7467811158798283,0.008,0.04497060034191236
MediatorCoordinator,conflict_heavy,0.2,15,500,0.662,0.662,0.7,0.69,0.932,0.6931330472103004,0.068,0.04137940006330609
RuleBasedCoordinator,conflict_heavy,0.2,16,500,0.708,0.708,0.69,0.686,0.934,0.7366167023554604,0.004,0.04235860030166805
WeightedVotingCoordinator,conflict_heavy,0.2,16,500,0.708,0.708,0.69,0.686,0.934,0.7366167023554604,0.004,0.05094399972585961
MediatorCoordinator,conflict_heavy,0.2,16,500,0.656,0.656,0.69,0.686,0.934,0.6873661670235546,0.078,0.05214459961280227
RuleBasedCoordinator,conflict_heavy,0.2,17,500,0.7,0.7,0.724,0.718,0.928,0.7241379310344828,0.004,0.056480999453924596
WeightedVotingCoordinator,conflict_heavy,0.2,17,500,0.7,0.7,0.724,0.718,0.928,0.7241379310344828,0.004,0.06056620070012286
MediatorCoordinator,conflict_heavy,0.2,17,500,0.652,0.652,0.724,0.718,0.928,0.6810344827586207,0.078,0.05384040006902069
RuleBasedCoordinator,conflict_heavy,0.2,18,500,0.706,0.706,0.712,0.708,0.934,0.7259100642398287,0.002,0.055165998986922204
WeightedVotingCoordinator,conflict_heavy,0.2,18,500,0.706,0.706,0.712,0.708,0.934,0.7259100642398287,0.002,0.05942479957593605
MediatorCoordinator,conflict_heavy,0.2,18,500,0.66,0.66,0.712,0.708,0.934,0.6852248394004282,0.068,0.059694399940781295
RuleBasedCoordinator,conflict_heavy,0.2,19,500,0.66,0.66,0.688,0.682,0.914,0.7067833698030634,0.004,0.03366620052838698
WeightedVotingCoordinator,conflict_heavy,0.2,19,500,0.66,0.66,0.688,0.682,0.914,0.7067833698030634,0.004,0.037842800782527775
MediatorCoordinator,conflict_heavy,0.2,19,500,0.594,0.594,0.688,0.682,0.914,0.6389496717724289,0.1,0.03961899981368333
RuleBasedCoordinator,conflict_heavy,0.2,20,500,0.69,0.69,0.69,0.688,0.914,0.7286652078774617,0.01,0.030867800291161984
WeightedVotingCoordinator,conflict_heavy,0.2,20,500,0.69,0.69,0.69,0.688,0.914,0.7286652078774617,0.01,0.032803399371914566
MediatorCoordinator,conflict_heavy,0.2,20,500,0.626,0.626,0.69,0.688,0.914,0.6673960612691466,0.092,0.038748000806663185
RuleBasedCoordinator,conflict_heavy,0.2,21,500,0.678,0.678,0.688,0.684,0.922,0.7180043383947939,0.0,0.044471799046732485
WeightedVotingCoordinator,conflict_heavy,0.2,21,500,0.678,0.678,0.688,0.684,0.922,0.7180043383947939,0.0,0.043580599944107234
MediatorCoordinator,conflict_heavy,0.2,21,500,0.638,0.638,0.688,0.684,0.922,0.6746203904555315,0.064,0.04779879900161177
RuleBasedCoordinator,conflict_heavy,0.2,22,500,0.672,0.672,0.67,0.66,0.936,0.6944444444444444,0.004,0.050124199071433395
WeightedVotingCoordinator,conflict_heavy,0.2,22,500,0.672,0.672,0.67,0.66,0.936,0.6944444444444444,0.004,0.05180679919430986
MediatorCoordinator,conflict_heavy,0.2,22,500,0.626,0.626,0.67,0.66,0.936,0.6474358974358975,0.072,0.04533039906527847
RuleBasedCoordinator,conflict_heavy,0.2,23,500,0.71,0.71,0.656,0.65,0.936,0.7329059829059829,0.004,0.04582040011882782
WeightedVotingCoordinator,conflict_heavy,0.2,23,500,0.71,0.71,0.656,0.65,0.936,0.7329059829059829,0.004,0.04547639918746427
MediatorCoordinator,conflict_heavy,0.2,23,500,0.664,0.664,0.656,0.65,0.936,0.6923076923076923,0.064,0.03890740015776828
RuleBasedCoordinator,conflict_heavy,0.2,24,500,0.694,0.694,0.724,0.714,0.948,0.7151898734177216,0.004,0.053559400083031505
WeightedVotingCoordinator,conflict_heavy,0.2,24,500,0.694,0.694,0.724,0.714,0.948,0.7151898734177216,0.004,0.05526699987240136
MediatorCoordinator,conflict_heavy,0.2,24,500,0.656,0.656,0.724,0.714,0.948,0.679324894514768,0.048,0.05277119931997731
RuleBasedCoordinator,conflict_heavy,0.2,25,500,0.674,0.674,0.702,0.694,0.934,0.7066381156316917,0.002,0.053594400465954095
WeightedVotingCoordinator,conflict_heavy,0.2,25,500,0.674,0.674,0.702,0.694,0.934,0.7066381156316917,0.002,0.0571235993411392
MediatorCoordinator,conflict_heavy,0.2,25,500,0.638,0.638,0.702,0.694,0.934,0.6723768736616702,0.06,0.061644200643058866
RuleBasedCoordinator,conflict_heavy,0.2,26,500,0.672,0.672,0.68,0.678,0.904,0.7123893805309734,0.006,0.04847100062761456
WeightedVotingCoordinator,conflict_heavy,0.2,26,500,0.672,0.672,0.68,0.678,0.904,0.7123893805309734,0.006,0.04168380057672039
MediatorCoordinator,conflict_heavy,0.2,26,500,0.612,0.612,0.68,0.678,0.904,0.6548672566371682,0.092,0.04635159979807213
RuleBasedCoordinator,conflict_heavy,0.2,27,500,0.7,0.7,0.722,0.718,0.94,0.7212765957446808,0.002,0.030349600419867784
WeightedVotingCoordinator,conflict_heavy,0.2,27,500,0.7,0.7,0.722,0.718,0.94,0.7212765957446808,0.002,0.03874640056164935
MediatorCoordinator,conflict_heavy,0.2,27,500,0.656,0.656,0.722,0.718,0.94,0.6808510638297872,0.076,0.03944320016307756
RuleBasedCoordinator,conflict_heavy,0.2,28,500,0.684,0.684,0.69,0.686,0.912,0.7258771929824561,0.006,0.04888939968077466
WeightedVotingCoordinator,conflict_heavy,0.2,28,500,0.684,0.684,0.69,0.686,0.912,0.7258771929824561,0.006,0.05372439953498542
MediatorCoordinator,conflict_heavy,0.2,28,500,0.634,0.634,0.69,0.686,0.912,0.6798245614035088,0.08,0.04819339909590781
RuleBasedCoordinator,conflict_heavy,0.2,29,500,0.668,0.668,0.68,0.676,0.908,0.7136563876651982,0.004,0.04130100109614432
WeightedVotingCoordinator,conflict_heavy,0.2,29,500,0.668,0.668,0.68,0.676,0.908,0.7136563876651982,0.004,0.044961601379327476
MediatorCoordinator,conflict_heavy,0.2,29,500,0.618,0.618,0.68,0.676,0.908,0.6629955947136564,0.08,0.04071460023988038
RuleBasedCoordinator,conflict_heavy,0.35,0,500,0.466,0.466,0.512,0.502,0.816,0.5245098039215687,0.026,0.052924198971595615
WeightedVotingCoordinator,conflict_heavy,0.35,0,500,0.466,0.466,0.512,0.502,0.816,0.5245098039215687,0.026,0.05053399986354634
MediatorCoordinator,conflict_heavy,0.35,0,500,0.378,0.378,0.512,0.502,0.816,0.44362745098039214,0.202,0.04842260055011138
RuleBasedCoordinator,conflict_heavy,0.35,1,500,0.504,0.504,0.494,0.482,0.818,0.5745721271393643,0.014,0.038688400585670024
WeightedVotingCoordinator,conflict_heavy,0.35,1,500,0.504,0.504,0.494,0.482,0.818,0.5745721271393643,0.014,0.042468801024369895
MediatorCoordinator,conflict_heavy,0.35,1,500,0.41,0.41,0.494,0.482,0.818,0.4792176039119804,0.224,0.040169999410863966
RuleBasedCoordinator,conflict_heavy,0.35,2,500,0.528,0.528,0.494,0.48,0.846,0.5791962174940898,0.024,0.04801639897050336
WeightedVotingCoordinator,conflict_heavy,0.35,2,500,0.528,0.528,0.494,0.48,0.846,0.5791962174940898,0.024,0.04701940022641793
MediatorCoordinator,conflict_heavy,0.35,2,500,0.4,0.4,0.494,0.48,0.846,0.4515366430260047,0.242,0.04549800086533651
RuleBasedCoordinator,conflict_heavy,0.35,3,500,0.472,0.472,0.486,0.472,0.814,0.5503685503685504,0.026,0.04707400070037693
WeightedVotingCoordinator,conflict_heavy,0.35,3,500,0.472,0.472,0.486,0.472,0.814,0.5503685503685504,0.026,0.04465920012444258
MediatorCoordinator,conflict_heavy,0.35,3,500,0.396,0.396,0.486,0.472,0.814,0.4692874692874693,0.208,0.049432200205046684
RuleBasedCoordinator,conflict_heavy,0.35,4,500,0.46,0.46,0.494,0.482,0.828,0.5024154589371981,0.022,0.05005439987871796
WeightedVotingCoordinator,conflict_heavy,0.35,4,500,0.46,0.46,0.494,0.482,0.828,0.5024154589371981,0.022,0.055854999751318246
MediatorCoordinator,conflict_heavy,0.35,4,500,0.386,0.386,0.494,0.482,0.828,0.4251207729468599,0.198,0.04942060064058751
RuleBasedCoordinator,conflict_heavy,0.35,5,500,0.512,0.512,0.502,0.486,0.848,0.5448113207547169,0.012,0.038769199105445296
WeightedVotingCoordinator,conflict_heavy,0.35,5,500,0.512,0.512,0.502,0.486,0.848,0.5448113207547169,0.012,0.04204179986845702
MediatorCoordinator,conflict_heavy,0.35,5,500,0.422,0.422,0.502,0.486,0.848,0.45990566037735847,0.186,0.04111579974414781
RuleBasedCoordinator,conflict_heavy,0.35,6,500,0.51,0.51,0.494,0.486,0.814,0.5724815724815725,0.03,0.04440479975892231
WeightedVotingCoordinator,conflict_heavy,0.35,6,500,0.51,0.51,0.494,0.486,0.814,0.5724815724815725,0.03,0.04391620081150904
MediatorCoordinator,conflict_heavy,0.35,6,500,0.41,0.41,0.494,0.486,0.814,0.4668304668304668,0.212,0.044953200267627835
RuleBasedCoordinator,conflict_heavy,0.35,7,500,0.512,0.512,0.528,0.514,0.844,0.5497630331753555,0.016,0.04351179953664541
WeightedVotingCoordinator,conflict_heavy,0.35,7,500,0.512,0.512,0.528,0.514,0.844,0.5497630331753555,0.016,0.045687800738960505
MediatorCoordinator,conflict_heavy,0.35,7,500,0.426,0.426,0.528,0.514,0.844,0.466824644549763,0.162,0.04377399984514341
RuleBasedCoordinator,conflict_heavy,0.35,8,500,0.488,0.488,0.502,0.486,0.84,0.5357142857142857,0.02,0.04749079933390021
WeightedVotingCoordinator,conflict_heavy,0.35,8,500,0.488,0.488,0.502,0.486,0.84,0.5357142857142857,0.02,0.04793480015359819
MediatorCoordinator,conflict_heavy,0.35,8,500,0.412,0.412,0.502,0.486,0.84,0.46190476190476193,0.172,0.04445799981476739
RuleBasedCoordinator,conflict_heavy,0.35,9,500,0.518,0.518,0.536,0.518,0.854,0.5620608899297423,0.01,0.04494019941193983
WeightedVotingCoordinator,conflict_heavy,0.35,9,500,0.518,0.518,0.536,0.518,0.854,0.5620608899297423,0.01,0.047915000235661864
MediatorCoordinator,conflict_heavy,0.35,9,500,0.404,0.404,0.536,0.518,0.854,0.4426229508196721,0.194,0.045706399891059846
RuleBasedCoordinator,conflict_heavy,0.35,10,500,0.502,0.502,0.492,0.484,0.83,0.5566265060240964,0.02,0.04274200106738135
WeightedVotingCoordinator,conflict_heavy,0.35,10,500,0.502,0.502,0.492,0.484,0.83,0.5566265060240964,0.02,0.047287201043218374
MediatorCoordinator,conflict_heavy,0.35,10,500,0.422,0.422,0.492,0.484,0.83,0.4795180722891566,0.194,0.04781540058320388
RuleBasedCoordinator,conflict_heavy,0.35,11,500,0.52,0.52,0.514,0.506,0.856,0.5817757009345794,0.034,0.055214400810655206
WeightedVotingCoordinator,conflict_heavy,0.35,11,500,0.52,0.52,0.514,0.506,0.856,0.5817757009345794,0.034,0.05558379995636642
MediatorCoordinator,conflict_heavy,0.35,11,500,0.428,0.428,0.514,0.506,0.856,0.48130841121495327,0.19,0.05207100015832111
RuleBasedCoordinator,conflict_heavy,0.35,12,500,0.556,0.556,0.512,0.508,0.866,0.5773672055427251,0.008,0.03323700017062947
WeightedVotingCoordinator,conflict_heavy,0.35,12,500,0.556,0.556,0.512,0.508,0.866,0.5773672055427251,0.008,0.03998020070139319
MediatorCoordinator,conflict_heavy,0.35,12,500,0.46,0.46,0.512,0.508,0.866,0.48729792147806006,0.184,0.03994160005822778
RuleBasedCoordinator,conflict_heavy,0.35,13,500,0.502,0.502,0.506,0.496,0.842,0.5415676959619953,0.016,0.043596601113677025
WeightedVotingCoordinator,conflict_heavy,0.35,13,500,0.502,0.502,0.506,0.496,0.842,0.5415676959619953,0.016,0.04802399984328076
MediatorCoordinator,conflict_heavy,0.35,13,500,0.402,0.402,0.506,0.496,0.842,0.4418052256532066,0.216,0.05232500028796494
RuleBasedCoordinator,conflict_heavy,0.35,14,500,0.472,0.472,0.516,0.506,0.838,0.5322195704057279,0.02,0.04987060121493414
WeightedVotingCoordinator,conflict_heavy,0.35,14,500,0.472,0.472,0.516,0.506,0.838,0.5322195704057279,0.02,0.051579400373157114
MediatorCoordinator,conflict_heavy,0.35,14,500,0.408,0.408,0.516,0.506,0.838,0.4677804295942721,0.178,0.05099320167209953
RuleBasedCoordinator,conflict_heavy,0.35,15,500,0.5,0.5,0.494,0.486,0.852,0.5539906103286385,0.02,0.043160999834071845
WeightedVotingCoordinator,conflict_heavy,0.35,15,500,0.5,0.5,0.494,0.486,0.852,0.5539906103286385,0.02,0.04610179946757853
MediatorCoordinator,conflict_heavy,0.35,15,500,0.416,0.416,0.494,0.486,0.852,0.460093896713615,0.2,0.042673799907788634
RuleBasedCoordinator,conflict_heavy,0.35,16,500,0.504,0.504,0.512,0.494,0.822,0.5547445255474452,0.02,0.03674359939759597
WeightedVotingCoordinator,conflict_heavy,0.35,16,500,0.504,0.504,0.512,0.494,0.822,0.5547445255474452,0.02,0.037827999563887715
MediatorCoordinator,conflict_heavy,0.35,16,500,0.398,0.398,0.512,0.494,0.822,0.45255474452554745,0.216,0.045783200301229954
RuleBasedCoordinator,conflict_heavy,0.35,17,500,0.55,0.55,0.534,0.518,0.86,0.5906976744186047,0.012,0.04244559956714511
WeightedVotingCoordinator,conflict_heavy,0.35,17,500,0.55,0.55,0.534,0.518,0.86,0.5906976744186047,0.012,0.046400200051721185
MediatorCoordinator,conflict_heavy,0.35,17,500,0.444,0.444,0.534,0.518,0.86,0.48604651162790696,0.184,0.04705419938545674
RuleBasedCoordinator,conflict_heavy,0.35,18,500,0.53,0.53,0.536,0.524,0.868,0.5852534562211982,0.02,0.04358120035612956
WeightedVotingCoordinator,conflict_heavy,0.35,18,500,0.53,0.53,0.536,0.524,0.868,0.5852534562211982,0.02,0.04670720000285655
MediatorCoordinator,conflict_heavy,0.35,18,500,0.45,0.45,0.536,0.524,0.868,0.5,0.196,0.04746600036742166
RuleBasedCoordinator,conflict_heavy,0.35,19,500,0.486,0.486,0.492,0.474,0.828,0.538647342995169,0.02,0.04014639899833128
WeightedVotingCoordinator,conflict_heavy,0.35,19,500,0.486,0.486,0.492,0.474,0.828,0.538647342995169,0.02,0.04461519978940487
MediatorCoordinator,conflict_heavy,0.35,19,500,0.402,0.402,0.492,0.474,0.828,0.4444444444444444,0.194,0.04253379988949746
RuleBasedCoordinator,conflict_heavy,0.35,20,500,0.506,0.506,0.478,0.474,0.826,0.5641646489104116,0.022,0.047467000083997846
WeightedVotingCoordinator,conflict_heavy,0.35,20,500,0.506,0.506,0.478,0.474,0.826,0.5641646489104116,0.022,0.050420200161170214
MediatorCoordinator,conflict_heavy,0.35,20,500,0.39,0.39,0.478,0.474,0.826,0.44794188861985473,0.23,0.05098499945597723
