coordinator,dataset_mode,noise_level,run_id,num_packages,final_accuracy,handling_accuracy,hub_accuracy,depot_accuracy,conflict_rate,conflict_resolution_accuracy,manual_review_rate,avg_processing_time_ms
RuleBasedCoordinator,multi_label,0.0,25,500,1.0,1.0,1.0,1.0,0.724,1.0,0.0,0.0407146000652574
WeightedVotingCoordinator,multi_label,0.0,25,500,1.0,1.0,1.0,1.0,0.724,1.0,0.0,0.04538239963585511
MediatorCoordinator,multi_label,0.0,25,500,1.0,1.0,1.0,1.0,0.724,1.0,0.0,0.04379660036647692
RuleBasedCoordinator,multi_label,0.0,26,500,1.0,1.0,1.0,1.0,0.758,1.0,0.0,0.04919360001804307
WeightedVotingCoordinator,multi_label,0.0,26,500,1.0,1.0,1.0,1.0,0.758,1.0,0.0,0.046395399898756295
MediatorCoordinator,multi_label,0.0,26,500,1.0,1.0,1.0,1.0,0.758,1.0,0.0,0.047085000085644424
RuleBasedCoordinator,multi_label,0.0,27,500,1.0,1.0,1.0,1.0,0.776,1.0,0.0,0.038762600102927536
WeightedVotingCoordinator,multi_label,0.0,27,500,1.0,1.0,1.0,1.0,0.776,1.0,0.0,0.040637400350533426
MediatorCoordinator,multi_label,0.0,27,500,1.0,1.0,1.0,1.0,0.776,1.0,0.0,0.03890160075388849
RuleBasedCoordinator,multi_label,0.0,28,500,1.0,1.0,1.0,1.0,0.77,1.0,0.0,0.03439900028752163
WeightedVotingCoordinator,multi_label,0.0,28,500,1.0,1.0,1.0,1.0,0.77,1.0,0.0,0.032760000496637076
MediatorCoordinator,multi_label,0.0,28,500,1.0,1.0,1.0,1.0,0.77,1.0,0.0,0.03437800006940961
RuleBasedCoordinator,multi_label,0.0,29,500,1.0,1.0,1.0,1.0,0.756,1.0,0.0,0.04959179961588234
WeightedVotingCoordinator,multi_label,0.0,29,500,1.0,1.0,1.0,1.0,0.756,1.0,0.0,0.05168119951849803
MediatorCoordinator,multi_label,0.0,29,500,1.0,1.0,1.0,1.0,0.756,1.0,0.0,0.04965300054755062
RuleBasedCoordinator,multi_label,0.1,0,500,0.778,0.778,0.89,0.888,0.688,0.7645348837209303,0.008,0.03701179992640391
WeightedVotingCoordinator,multi_label,0.1,0,500,0.778,0.778,0.89,0.888,0.688,0.7645348837209303,0.008,0.036739399656653404
MediatorCoordinator,multi_label,0.1,0,500,0.764,0.764,0.89,0.888,0.688,0.7616279069767442,0.022,0.04023160081123933
RuleBasedCoordinator,multi_label,0.1,1,500,0.784,0.784,0.908,0.906,0.708,0.7740112994350282,0.006,0.04018120089313015
WeightedVotingCoordinator,multi_label,0.1,1,500,0.784,0.784,0.908,0.906,0.708,0.7740112994350282,0.006,0.04169700009515509
MediatorCoordinator,multi_label,0.1,1,500,0.768,0.768,0.908,0.906,0.708,0.7740112994350282,0.022,0.04388700023991987
RuleBasedCoordinator,multi_label,0.1,2,500,0.762,0.762,0.88,0.876,0.676,0.7514792899408284,0.014,0.041475800797343254
WeightedVotingCoordinator,multi_label,0.1,2,500,0.762,0.762,0.88,0.876,0.676,0.7514792899408284,0.014,0.04075400158762932
MediatorCoordinator,multi_label,0.1,2,500,0.756,0.756,0.88,0.876,0.676,0.7485207100591716,0.02,0.04106540197972208
RuleBasedCoordinator,multi_label,0.1,3,500,0.786,0.786,0.882,0.878,0.672,0.7857142857142857,0.01,0.03225920029217377
WeightedVotingCoordinator,multi_label,0.1,3,500,0.786,0.786,0.882,0.878,0.672,0.7857142857142857,0.01,0.04139560094336048
MediatorCoordinator,multi_label,0.1,3,500,0.776,0.776,0.882,0.878,0.672,0.7827380952380952,0.02,0.03750700067030266
RuleBasedCoordinator,multi_label,0.1,4,500,0.802,0.802,0.87,0.868,0.646,0.7863777089783281,0.026,0.0494151990278624
WeightedVotingCoordinator,multi_label,0.1,4,500,0.802,0.802,0.87,0.868,0.646,0.7863777089783281,0.026,0.05190119962207973
MediatorCoordinator,multi_label,0.1,4,500,0.79,0.79,0.87,0.868,0.646,0.7832817337461301,0.038,0.04946219961857423
RuleBasedCoordinator,multi_label,0.1,5,500,0.766,0.766,0.88,0.878,0.642,0.7725856697819314,0.02,0.029906601062975824
WeightedVotingCoordinator,multi_label,0.1,5,500,0.766,0.766,0.88,0.878,0.642,0.7725856697819314,0.02,0.038123800011817366
MediatorCoordinator,multi_label,0.1,5,500,0.758,0.758,0.88,0.878,0.642,0.7725856697819314,0.032,0.03957120008999482
RuleBasedCoordinator,multi_label,0.1,6,500,0.798,0.798,0.882,0.882,0.642,0.8006230529595015,0.008,0.04062519903527573
WeightedVotingCoordinator,multi_label,0.1,6,500,0.798,0.798,0.882,0.882,0.642,0.8006230529595015,0.008,0.04794080025749281
MediatorCoordinator,multi_label,0.1,6,500,0.782,0.782,0.882,0.882,0.642,0.7975077881619937,0.026,0.0506693993229419
RuleBasedCoordinator,multi_label,0.1,7,500,0.8,0.8,0.856,0.852,0.638,0.7931034482758621,0.01,0.039842200698331
WeightedVotingCoordinator,multi_label,0.1,7,500,0.8,0.8,0.856,0.852,0.638,0.7931034482758621,0.01,0.04084060114109889
MediatorCoordinator,multi_label,0.1,7,500,0.794,0.794,0.856,0.852,0.638,0.7931034482758621,0.016,0.04212479916168377
RuleBasedCoordinator,multi_label,0.1,8,500,0.796,0.796,0.85,0.85,0.646,0.7894736842105263,0.014,0.04306399944471195
WeightedVotingCoordinator,multi_label,0.1,8,500,0.796,0.796,0.85,0.85,0.646,0.7894736842105263,0.014,0.043959799979347736
MediatorCoordinator,multi_label,0.1,8,500,0.786,0.786,0.85,0.85,0.646,0.7863777089783281,0.024,0.043728599324822426
RuleBasedCoordinator,multi_label,0.1,9,500,0.776,0.776,0.894,0.892,0.672,0.7738095238095238,0.006,0.04275140049867332
WeightedVotingCoordinator,multi_label,0.1,9,500,0.776,0.776,0.894,0.892,0.672,0.7738095238095238,0.006,0.04449380125151947
MediatorCoordinator,multi_label,0.1,9,500,0.764,0.764,0.894,0.892,0.672,0.7708333333333334,0.022,0.044736801413819194
RuleBasedCoordinator,multi_label,0.1,10,500,0.762,0.762,0.868,0.862,0.648,0.7314814814814815,0.008,0.04047139937756583
WeightedVotingCoordinator,multi_label,0.1,10,500,0.762,0.762,0.868,0.862,0.648,0.7314814814814815,0.008,0.03948619950097054
MediatorCoordinator,multi_label,0.1,10,500,0.754,0.754,0.868,0.862,0.648,0.7314814814814815,0.02,0.04049819993088022
RuleBasedCoordinator,multi_label,0.1,11,500,0.788,0.788,0.882,0.88,0.654,0.7522935779816514,0.002,0.028608799795620143
WeightedVotingCoordinator,multi_label,0.1,11,500,0.788,0.788,0.882,0.88,0.654,0.7522935779816514,0.002,0.03741140034981072
MediatorCoordinator,multi_label,0.1,11,500,0.778,0.778,0.882,0.88,0.654,0.7522935779816514,0.016,0.042170999688096344
RuleBasedCoordinator,multi_label,0.1,12,500,0.79,0.79,0.892,0.888,0.66,0.7909090909090909,0.01,0.03716000012354925
WeightedVotingCoordinator,multi_label,0.1,12,500,0.79,0.79,0.892,0.888,0.66,0.7909090909090909,0.01,0.0393482010695152
MediatorCoordinator,multi_label,0.1,12,500,0.778,0.778,0.892,0.888,0.66,0.7909090909090909,0.022,0.036137600254733115
RuleBasedCoordinator,multi_label,0.1,13,500,0.8,0.8,0.888,0.888,0.682,0.7976539589442815,0.006,0.045340601122006774
WeightedVotingCoordinator,multi_label,0.1,13,500,0.8,0.8,0.888,0.888,0.682,0.7976539589442815,0.006,0.048451000708155334
MediatorCoordinator,multi_label,0.1,13,500,0.792,0.792,0.888,0.888,0.682,0.7947214076246334,0.016,0.04593180021038279
RuleBasedCoordinator,multi_label,0.1,14,500,0.826,0.826,0.888,0.884,0.662,0.8126888217522659,0.008,0.054431199096143246
WeightedVotingCoordinator,multi_label,0.1,14,500,0.826,0.826,0.888,0.884,0.662,0.8126888217522659,0.008,0.05641959939384833
MediatorCoordinator,multi_label,0.1,14,500,0.82,0.82,0.888,0.884,0.662,0.8126888217522659,0.014,0.05753079941496253
RuleBasedCoordinator,multi_label,0.1,15,500,0.804,0.804,0.874,0.87,0.648,0.7962962962962963,0.012,0.05279679974773899
WeightedVotingCoordinator,multi_label,0.1,15,500,0.804,0.804,0.874,0.87,0.648,0.7962962962962963,0.012,0.05536699964432046
MediatorCoordinator,multi_label,0.1,15,500,0.798,0.798,0.874,0.87,0.648,0.7932098765432098,0.018,0.05658320017391816
RuleBasedCoordinator,multi_label,0.1,16,500,0.784,0.784,0.86,0.86,0.636,0.7641509433962265,0.012,0.049367201107088476
WeightedVotingCoordinator,multi_label,0.1,16,500,0.784,0.784,0.86,0.86,0.636,0.7641509433962265,0.012,0.049434399930760264
MediatorCoordinator,multi_label,0.1,16,500,0.776,0.776,0.86,0.86,0.636,0.7641509433962265,0.022,0.04743000020971522
RuleBasedCoordinator,multi_label,0.1,17,500,0.79,0.79,0.878,0.874,0.662,0.7945619335347432,0.01,0.04102080239681527
WeightedVotingCoordinator,multi_label,0.1,17,500,0.79,0.79,0.878,0.874,0.662,0.7945619335347432,0.01,0.04652360186446458
MediatorCoordinator,multi_label,0.1,17,500,0.782,0.782,0.878,0.874,0.662,0.7945619335347432,0.018,0.041054802015423775
RuleBasedCoordinator,multi_label,0.1,18,500,0.818,0.818,0.874,0.87,0.65,0.8215384615384616,0.01,0.041571199893951416
WeightedVotingCoordinator,multi_label,0.1,18,500,0.818,0.818,0.874,0.87,0.65,0.8215384615384616,0.01,0.0423635994666256
MediatorCoordinator,multi_label,0.1,18,500,0.806,0.806,0.874,0.87,0.65,0.8153846153846154,0.022,0.04309979936806485
RuleBasedCoordinator,multi_label,0.1,19,500,0.812,0.812,0.87,0.868,0.644,0.8074534161490683,0.006,0.03967160178581253
WeightedVotingCoordinator,multi_label,0.1,19,500,0.812,0.812,0.87,0.868,0.644,0.8074534161490683,0.006,0.040477200294844806
MediatorCoordinator,multi_label,0.1,19,500,0.806,0.806,0.87,0.868,0.644,0.8074534161490683,0.012,0.04223740065935999
RuleBasedCoordinator,multi_label,0.1,20,500,0.766,0.766,0.86,0.856,0.654,0.746177370030581,0.016,0.04472419962985441
WeightedVotingCoordinator,multi_label,0.1,20,500,0.766,0.766,0.86,0.856,0.654,0.746177370030581,0.016,0.04720359941711649
MediatorCoordinator,multi_label,0.1,20,500,0.76,0.76,0.86,0.856,0.654,0.746177370030581,0.022,0.04602199938381091
RuleBasedCoordinator,multi_label,0.1,21,500,0.796,0.796,0.872,0.872,0.662,0.8036253776435045,0.008,0.04026579955825582
WeightedVotingCoordinator,multi_label,0.1,21,500,0.796,0.796,0.872,0.872,0.662,0.8036253776435045,0.008,0.04763100034324452
MediatorCoordinator,multi_label,0.1,21,500,0.788,0.788,0.872,0.872,0.662,0.8036253776435045,0.02,0.04503179981838912
RuleBasedCoordinator,multi_label,0.1,22,500,0.774,0.774,0.88,0.874,0.684,0.7807017543859649,0.016,0.047360200667753816
WeightedVotingCoordinator,multi_label,0.1,22,500,0.774,0.774,0.88,0.874,0.684,0.7807017543859649,0.016,0.05014460120582953
MediatorCoordinator,multi_label,0.1,22,500,0.766,0.766,0.88,0.874,0.684,0.7807017543859649,0.024,0.05263080075383186
RuleBasedCoordinator,multi_label,0.1,23,500,0.814,0.814,0.85,0.846,0.688,0.8081395348837209,0.01,0.03758999943966046
WeightedVotingCoordinator,multi_label,0.1,23,500,0.814,0.814,0.85,0.846,0.688,0.8081395348837209,0.01,0.03510720102349296
MediatorCoordinator,multi_label,0.1,23,500,0.804,0.804,0.85,0.846,0.688,0.8052325581395349,0.02,0.03590499929850921
RuleBasedCoordinator,multi_label,0.1,24,500,0.796,0.796,0.858,0.854,0.662,0.8006042296072508,0.014,0.046394401288125664
WeightedVotingCoordinator,multi_label,0.1,24,500,0.796,0.796,0.858,0.854,0.662,0.8006042296072508,0.014,0.048991401214152575
MediatorCoordinator,multi_label,0.1,24,500,0.778,0.778,0.858,0.854,0.662,0.797583081570997,0.032,0.04880179982865229
RuleBasedCoordinator,multi_label,0.1,25,500,0.77,0.77,0.87,0.868,0.65,0.7507692307692307,0.016,0.03891059954185039
WeightedVotingCoordinator,multi_label,0.1,25,500,0.77,0.77,0.87,0.868,0.65,0.7507692307692307,0.016,0.04550799942808226
MediatorCoordinator,multi_label,0.1,25,500,0.766,0.766,0.87,0.868,0.65,0.7507692307692307,0.022,0.04616959998384118
RuleBasedCoordinator,multi_label,0.1,26,500,0.8,0.8,0.884,0.884,0.688,0.7703488372093024,0.004,0.044525400502607226
WeightedVotingCoordinator,multi_label,0.1,26,500,0.8,0.8,0.884,0.884,0.688,0.7703488372093024,0.004,0.04682700021658093
MediatorCoordinator,multi_label,0.1,26,500,0.792,0.792,0.884,0.884,0.688,0.7674418604651163,0.014,0.04785999975865707
RuleBasedCoordinator,multi_label,0.1,27,500,0.776,0.776,0.848,0.846,0.632,0.7626582278481012,0.012,0.040528000332415104
WeightedVotingCoordinator,multi_label,0.1,27,500,0.776,0.776,0.848,0.846,0.632,0.7626582278481012,0.012,0.043100201815832406
MediatorCoordinator,multi_label,0.1,27,500,0.772,0.772,0.848,0.846,0.632,0.7626582278481012,0.016,0.04204120085341856
RuleBasedCoordinator,multi_label,0.1,28,500,0.806,0.806,0.87,0.866,0.672,0.7916666666666666,0.01,0.039105400268454105
WeightedVotingCoordinator,multi_label,0.1,28,500,0.806,0.806,0.87,0.866,0.672,0.7916666666666666,0.01,0.03759980032918975
MediatorCoordinator,multi_label,0.1,28,500,0.798,0.798,0.87,0.866,0.672,0.7886904761904762,0.018,0.04824320046463981
RuleBasedCoordinator,multi_label,0.1,29,500,0.812,0.812,0.892,0.886,0.684,0.7923976608187134,0.012,0.050313599582295865
WeightedVotingCoordinator,multi_label,0.1,29,500,0.812,0.812,0.892,0.886,0.684,0.7923976608187134,0.012,0.05217799951788038
MediatorCoordinator,multi_label,0.1,29,500,0.804,0.804,0.892,0.886,0.684,0.7923976608187134,0.022,0.048274799599312246
RuleBasedCoordinator,multi_label,0.2,0,500,0.632,0.632,0.814,0.812,0.652,0.5705521472392638,0.016,0.03945279971230775
WeightedVotingCoordinator,multi_label,0.2,0,500,0.632,0.632,0.814,0.812,0.652,0.5705521472392638,0.016,0.04092579922871664
MediatorCoordinator,multi_label,0.2,0,500,0.606,0.606,0.814,0.812,0.652,0.5674846625766872,0.052,0.04229659971315414
RuleBasedCoordinator,multi_label,0.2,1,500,0.614,0.614,0.766,0.766,0.63,0.5777777777777777,0.04,0.04492420033784583
WeightedVotingCoordinator,multi_label,0.2,1,500,0.614,0.614,0.766,0.766,0.63,0.5777777777777777,0.04,0.0406141999992542
MediatorCoordinator,multi_label,0.2,1,500,0.588,0.588,0.766,0.766,0.63,0.5714285714285714,0.078,0.047233199584297836
RuleBasedCoordinator,multi_label,0.2,2,500,0.624,0.624,0.786,0.784,0.626,0.5654952076677316,0.03,0.046328400436323136
WeightedVotingCoordinator,multi_label,0.2,2,500,0.624,0.624,0.786,0.784,0.626,0.5654952076677316,0.03,0.04608779988484457
MediatorCoordinator,multi_label,0.2,2,500,0.588,0.588,0.786,0.784,0.626,0.5591054313099042,0.078,0.04211059975204989
RuleBasedCoordinator,multi_label,0.2,3,500,0.636,0.636,0.772,0.77,0.634,0.6214511041009464,0.026,0.04589000024134293
WeightedVotingCoordinator,multi_label,0.2,3,500,0.636,0.636,0.772,0.77,0.634,0.6214511041009464,0.026,0.04929600050672889
MediatorCoordinator,multi_label,0.2,3,500,0.612,0.612,0.772,0.77,0.634,0.61198738170347,0.064,0.05141980008920655
RuleBasedCoordinator,multi_label,0.2,4,500,0.594,0.594,0.77,0.77,0.644,0.546583850931677,0.024,0.03943459963193163
WeightedVotingCoordinator,multi_label,0.2,4,500,0.594,0.594,0.77,0.77,0.644,0.546583850931677,0.024,0.0448073991574347
MediatorCoordinator,multi_label,0.2,4,500,0.566,0.566,0.77,0.77,0.644,0.531055900621118,0.062,0.04033579980023205
RuleBasedCoordinator,multi_label,0.2,5,500,0.614,0.614,0.764,0.76,0.642,0.5981308411214953,0.03,0.04768319905269891
WeightedVotingCoordinator,multi_label,0.2,5,500,0.614,0.614,0.764,0.76,0.642,0.5981308411214953,0.03,0.0487633993034251
MediatorCoordinator,multi_label,0.2,5,500,0.572,0.572,0.764,0.76,0.642,0.5794392523364486,0.09,0.050549999345093966
RuleBasedCoordinator,multi_label,0.2,6,500,0.594,0.594,0.774,0.766,0.642,0.5545171339563862,0.028,0.04522040014853701
WeightedVotingCoordinator,multi_label,0.2,6,500,0.594,0.594,0.774,0.766,0.642,0.5545171339563862,0.028,0.04427119973115623
MediatorCoordinator,multi_label,0.2,6,500,0.564,0.564,0.774,0.766,0.642,0.5420560747663551,0.064,0.04531400022096932
RuleBasedCoordinator,multi_label,0.2,7,500,0.604,0.604,0.792,0.784,0.624,0.5769230769230769,0.024,0.04404440044891089
WeightedVotingCoordinator,multi_label,0.2,7,500,0.604,0.604,0.792,0.784,0.624,0.5769230769230769,0.024,0.039405199233442545
MediatorCoordinator,multi_label,0.2,7,500,0.59,0.59,0.792,0.784,0.624,0.5737179487179487,0.046,0.041176999744493514
RuleBasedCoordinator,multi_label,0.2,8,500,0.616,0.616,0.762,0.76,0.618,0.56957928802589,0.024,0.04744999983813614
WeightedVotingCoordinator,multi_label,0.2,8,500,0.616,0.616,0.762,0.76,0.618,0.56957928802589,0.024,0.04866240092087537
MediatorCoordinator,multi_label,0.2,8,500,0.576,0.576,0.762,0.76,0.618,0.5469255663430421,0.072,0.04583919944707304
RuleBasedCoordinator,multi_label,0.2,9,500,0.62,0.62,0.79,0.78,0.682,0.592375366568915,0.028,0.03680939949117601
WeightedVotingCoordinator,multi_label,0.2,9,500,0.62,0.62,0.79,0.78,0.682,0.592375366568915,0.028,0.03940859995782375
MediatorCoordinator,multi_label,0.2,9,500,0.596,0.596,0.79,0.78,0.682,0.5777126099706745,0.062,0.03636079904390499
RuleBasedCoordinator,multi_label,0.2,10,500,0.586,0.586,0.76,0.758,0.646,0.5263157894736842,0.024,0.05297740042442456
WeightedVotingCoordinator,multi_label,0.2,10,500,0.586,0.586,0.76,0.758,0.646,0.5263157894736842,0.024,0.05240060016512871
MediatorCoordinator,multi_label,0.2,10,500,0.566,0.566,0.76,0.758,0.646,0.5170278637770898,0.058,0.052826600265689194
RuleBasedCoordinator,multi_label,0.2,11,500,0.614,0.614,0.754,0.744,0.642,0.5669781931464174,0.03,0.04609740001615137
WeightedVotingCoordinator,multi_label,0.2,11,500,0.614,0.614,0.754,0.744,0.642,0.5669781931464174,0.03,0.047522000153549016
MediatorCoordinator,multi_label,0.2,11,500,0.592,0.592,0.754,0.744,0.642,0.5607476635514018,0.064,0.046779199852608144
RuleBasedCoordinator,multi_label,0.2,12,500,0.612,0.612,0.764,0.762,0.64,0.55625,0.022,0.044233199674636126
WeightedVotingCoordinator,multi_label,0.2,12,500,0.612,0.612,0.764,0.762,0.64,0.55625,0.022,0.0482675998355262
MediatorCoordinator,multi_label,0.2,12,500,0.576,0.576,0.764,0.762,0.64,0.54375,0.068,0.042977800010703504
RuleBasedCoordinator,multi_label,0.2,13,500,0.624,0.624,0.796,0.79,0.628,0.5700636942675159,0.026,0.04474399972241372
WeightedVotingCoordinator,multi_label,0.2,13,500,0.624,0.624,0.796,0.79,0.628,0.5700636942675159,0.026,0.03950619965326041
MediatorCoordinator,multi_label,0.2,13,500,0.584,0.584,0.796,0.79,0.628,0.5636942675159236,0.078,0.04738200013525784
RuleBasedCoordinator,multi_label,0.2,14,500,0.602,0.602,0.768,0.764,0.63,0.5777777777777777,0.042,0.05171840114053339
WeightedVotingCoordinator,multi_label,0.2,14,500,0.602,0.602,0.768,0.764,0.63,0.5777777777777777,0.042,0.05747859989060089
MediatorCoordinator,multi_label,0.2,14,500,0.584,0.584,0.768,0.764,0.63,0.5746031746031746,0.072,0.05494780058506876
RuleBasedCoordinator,multi_label,0.2,15,500,0.622,0.622,0.762,0.758,0.66,0.5818181818181818,0.02,0.03851719881640747
WeightedVotingCoordinator,multi_label,0.2,15,500,0.622,0.622,0.762,0.758,0.66,0.5818181818181818,0.02,0.041629399347584695
MediatorCoordinator,multi_label,0.2,15,500,0.592,0.592,0.762,0.758,0.66,0.5696969696969697,0.064,0.04105859954142943
RuleBasedCoordinator,multi_label,0.2,16,500,0.618,0.618,0.734,0.73,0.628,0.5636942675159236,0.036,0.038989200023934245
WeightedVotingCoordinator,multi_label,0.2,16,500,0.618,0.618,0.734,0.73,0.628,0.5636942675159236,0.036,0.04194199974881485
MediatorCoordinator,multi_label,0.2,16,500,0.584,0.584,0.734,0.73,0.628,0.554140127388535,0.078,0.042309199983719736
RuleBasedCoordinator,multi_label,0.2,17,500,0.602,0.602,0.802,0.798,0.676,0.5532544378698225,0.034,0.04831979959271848
WeightedVotingCoordinator,multi_label,0.2,17,500,0.602,0.602,0.802,0.798,0.676,0.5532544378698225,0.034,0.048028400575276464
MediatorCoordinator,multi_label,0.2,17,500,0.578,0.578,0.802,0.798,0.676,0.5414201183431953,0.064,0.04991320049157366
RuleBasedCoordinator,multi_label,0.2,18,500,0.588,0.588,0.768,0.764,0.668,0.5479041916167665,0.036,0.042829400626942515
WeightedVotingCoordinator,multi_label,0.2,18,500,0.588,0.588,0.768,0.764,0.668,0.5479041916167665,0.036,0.04382220050320029
MediatorCoordinator,multi_label,0.2,18,500,0.564,0.564,0.768,0.764,0.668,0.5449101796407185,0.078,0.0446806006366387
RuleBasedCoordinator,multi_label,0.2,19,500,0.608,0.608,0.75,0.748,0.64,0.5875,0.038,0.04430139978649095
WeightedVotingCoordinator,multi_label,0.2,19,500,0.608,0.608,0.75,0.748,0.64,0.5875,0.038,0.04978080018190667
MediatorCoordinator,multi_label,0.2,19,500,0.566,0.566,0.75,0.748,0.64,0.58125,0.084,0.050736999488435686
RuleBasedCoordinator,multi_label,0.2,20,500,0.64,0.64,0.744,0.736,0.638,0.5987460815047022,0.04,0.039595602022018284
WeightedVotingCoordinator,multi_label,0.2,20,500,0.64,0.64,0.744,0.736,0.638,0.5987460815047022,0.04,0.04472839861409739
MediatorCoordinator,multi_label,0.2,20,500,0.614,0.614,0.744,0.736,0.638,0.5956112852664577,0.07,0.03812480124179274
RuleBasedCoordinator,multi_label,0.2,21,500,0.646,0.646,0.762,0.758,0.644,0.5993788819875776,0.032,0.045480400091037154
WeightedVotingCoordinator,multi_label,0.2,21,500,0.646,0.646,0.762,0.758,0.644,0.5993788819875776,0.032,0.049895599600858986
MediatorCoordinator,multi_label,0.2,21,500,0.612,0.612,0.762,0.758,0.644,0.5869565217391305,0.084,0.052434600016567856
RuleBasedCoordinator,multi_label,0.2,22,500,0.63,0.63,0.788,0.778,0.62,0.5774193548387097,0.046,0.0468839998356998
WeightedVotingCoordinator,multi_label,0.2,22,500,0.63,0.63,0.788,0.778,0.62,0.5774193548387097,0.046,0.05309999972814694
MediatorCoordinator,multi_label,0.2,22,500,0.6,0.6,0.788,0.778,0.62,0.5645161290322581,0.084,0.048744200030341744
RuleBasedCoordinator,multi_label,0.2,23,500,0.612,0.612,0.768,0.768,0.682,0.5718475073313783,0.028,0.05369539960520342
WeightedVotingCoordinator,multi_label,0.2,23,500,0.612,0.612,0.768,0.768,0.682,0.5718475073313783,0.028,0.05437059985706583
MediatorCoordinator,multi_label,0.2,23,500,0.586,0.586,0.768,0.768,0.682,0.5571847507331378,0.062,0.05290599964791909
RuleBasedCoordinator,multi_label,0.2,24,500,0.642,0.642,0.76,0.752,0.634,0.6088328075709779,0.024,0.043250200047623366
WeightedVotingCoordinator,multi_label,0.2,24,500,0.642,0.642,0.76,0.752,0.634,0.6088328075709779,0.024,0.04511640139389783
MediatorCoordinator,multi_label,0.2,24,500,0.604,0.604,0.76,0.752,0.634,0.5993690851735016,0.07,0.04069660004461184
RuleBasedCoordinator,multi_label,0.2,25,500,0.598,0.598,0.766,0.76,0.666,0.5525525525525525,0.026,0.05251220054924488
WeightedVotingCoordinator,multi_label,0.2,25,500,0.598,0.598,0.766,0.76,0.666,0.5525525525525525,0.026,0.05732600099872798
MediatorCoordinator,multi_label,0.2,25,500,0.582,0.582,0.766,0.76,0.666,0.5525525525525525,0.052,0.05432060034945607
RuleBasedCoordinator,multi_label,0.2,26,500,0.624,0.624,0.762,0.758,0.67,0.5940298507462687,0.016,0.03978400042979047
WeightedVotingCoordinator,multi_label,0.2,26,500,0.624,0.624,0.762,0.758,0.67,0.5940298507462687,0.016,0.041018599935341626
MediatorCoordinator,multi_label,0.2,26,500,0.58,0.58,0.762,0.758,0.67,0.5791044776119403,0.072,0.0423214003094472
RuleBasedCoordinator,multi_label,0.2,27,500,0.622,0.622,0.752,0.75,0.624,0.5641025641025641,0.028,0.0446782007929869
WeightedVotingCoordinator,multi_label,0.2,27,500,0.622,0.622,0.752,0.75,0.624,0.5641025641025641,0.028,0.04305580066284165
MediatorCoordinator,multi_label,0.2,27,500,0.592,0.592,0.752,0.75,0.624,0.5544871794871795,0.07,0.049639200791716576
RuleBasedCoordinator,multi_label,0.2,28,500,0.644,0.644,0.72,0.718,0.608,0.5855263157894737,0.038,0.03184520039940253
WeightedVotingCoordinator,multi_label,0.2,28,500,0.644,0.644,0.72,0.718,0.608,0.5855263157894737,0.038,0.03596320020733401
MediatorCoordinator,multi_label,0.2,28,500,0.614,0.614,0.72,0.718,0.608,0.5592105263157895,0.082,0.043320200173184276
RuleBasedCoordinator,multi_label,0.2,29,500,0.612,0.612,0.824,0.818,0.666,0.5585585585585585,0.016,0.04979039973113686
WeightedVotingCoordinator,multi_label,0.2,29,500,0.612,0.612,0.824,0.818,0.666,0.5585585585585585,0.016,0.04529859992908314
MediatorCoordinator,multi_label,0.2,29,500,0.592,0.592,0.824,0.818,0.666,0.5495495495495496,0.052,0.050072800600901246
RuleBasedCoordinator,multi_label,0.35,0,500,0.4,0.4,0.626,0.624,0.674,0.34421364985163205,0.05,0.043411999533418566
WeightedVotingCoordinator,multi_label,0.35,0,500,0.4,0.4,0.626,0.624,0.674,0.34421364985163205,0.05,0.046385199995711446
MediatorCoordinator,multi_label,0.35,0,500,0.344,0.344,0.626,0.624,0.674,0.3086053412462908,0.168,0.04846959945280105
RuleBasedCoordinator,multi_label,0.35,1,500,0.368,0.368,0.62,0.604,0.672,0.3273809523809524,0.06,0.048046400770545006
WeightedVotingCoordinator,multi_label,0.35,1,500,0.368,0.368,0.62,0.604,0.672,0.3273809523809524,0.06,0.050750800874084234
MediatorCoordinator,multi_label,0.35,1,500,0.318,0.318,0.62,0.604,0.672,0.30357142857142855,0.176,0.044523200136609375
RuleBasedCoordinator,multi_label,0.35,2,500,0.43,0.43,0.668,0.654,0.684,0.391812865497076,0.044,0.047004598716739565
WeightedVotingCoordinator,multi_label,0.35,2,500,0.43,0.43,0.668,0.654,0.684,0.391812865497076,0.044,0.04782479937421158
MediatorCoordinator,multi_label,0.35,2,500,0.386,0.386,0.668,0.654,0.684,0.3742690058479532,0.132,0.05008359905332327
RuleBasedCoordinator,multi_label,0.35,3,500,0.39,0.39,0.596,0.588,0.654,0.3425076452599388,0.06,0.031102799519430846
WeightedVotingCoordinator,multi_label,0.35,3,500,0.39,0.39,0.596,0.588,0.654,0.3425076452599388,0.06,0.028968399681616575
MediatorCoordinator,multi_label,0.35,3,500,0.33,0.33,0.596,0.588,0.654,0.3058103975535168,0.168,0.03894440125441179
RuleBasedCoordinator,multi_label,0.35,4,500,0.406,0.406,0.604,0.598,0.636,0.31761006289308175,0.058,0.047158799483440816
WeightedVotingCoordinator,multi_label,0.35,4,500,0.406,0.406,0.604,0.598,0.636,0.31761006289308175,0.058,0.047043799073435366
MediatorCoordinator,multi_label,0.35,4,500,0.354,0.354,0.604,0.598,0.636,0.2893081761006289,0.168,0.04710100020747632
